ProducID,Color,Image
OCDURATIONPREMIUM,Sierra Grey,http://images.lowes.com/product/converted/047563/047563009118.jpg
OCDURATIONPREMIUM,Amber,http://images.lowes.com/product/converted/047563/047563013733.jpg
OCDURATIONPREMIUM,Chateau Green,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_chateau-green.jpg
OCDURATIONPREMIUM,Harbor Blue,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_harbor-blue.jpg
OCDURATIONPREMIUM,Quarry Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_quarry-gray.jpg
OCDURATIONPREMIUM,Shasta White,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_shasta-white.jpg
OCDURATIONPREMIUM,Merlot,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration-designer_merlot.jpg
OCDURATIONPREMIUM,Sedona Canyon,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration-designer_sedona-canyon.jpg
OCDURATIONPREMIUM,Storm Cloud,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration-designer_storm-cloud.jpg
OCDURATIONPREMIUM,Summer Harvest,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration-designer_summer-harvest.jpg
OCDURATIONPREMIUM,Sand Dune,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC-Carousel-TruDefDurationDesigner-SandDune-620x388.jpg
OCDURATIONPREMIUM,Antique Silver,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC-Carousel-TruDefDurationStorm-AntiqueSilver-620x388.jpg
OCDURATIONPREMIUM,Colonial Slate,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_colonial-slate.jpg
OCDURATIONPREMIUM,Slatestone Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/sh_TruDefinition-duration_slatestone-gray.jpg
"OCDecoRidgeHipnandRidge-8""",Terra Cotta,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_terra-cotta.jpg
"OCDecoRidgeHipnandRidge-8""",Teak,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_teak.jpg
"OCDecoRidgeHipnandRidgeCool-8""",Sunrise,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_sunrise.jpg
"OCDecoRidgeHipnandRidge-8""",Summer Harvest,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_summer-harvest.jpg
"OCDecoRidgeHipnandRidge-8""",Storm Cloud,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_stormcloud.jpg
"OCDecoRidgeHipnandRidge-8""",Sierra Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_sierra-gray.jpg
"OCDecoRidgeHipnandRidge-8""",Shasta White,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_shasta-white.jpg
"OCDecoRidgeHipnandRidge-8""",Sedona Canyon,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_sedona-canyon.jpg
"OCDecoRidgeHipnandRidge-8""",Sand Dune,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_sand-dune.jpg
"OCDecoRidgeHipnandRidge-8""",Chestnut,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_chestnut.jpg
"OCDecoRidgeHipnandRidge-8""",Desert Tan,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_desert-tan.jpg
"OCDecoRidgeHipnandRidge-8""",Driftwood,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_driftwood.jpg
"OCDecoRidgeHipnandRidge-8""",Estate Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_estate-gray.jpg
"OCDecoRidgeHipnandRidgeCool-8""",Frosted Oak,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_frosted-oak.jpg
"OCDecoRidgeHipnandRidge-8""",Harbor Blue,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_harbor-blue.jpg
"OCDecoRidgeHipnandRidgeCool-8""",Harbor Fog,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_harbor-fog.jpg
"OCDecoRidgeHipnandRidge-8""",Juniper,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_juniper.jpg
"OCDecoRidgeHipnandRidge-8""",Mesquite,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_mesquite.jpg
"OCDecoRidgeHipnandRidge-8""",Onyx Black,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_onyx-black.jpg
"OCDecoRidgeHipnandRidge-8""",Quarry Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_quarry-gray.jpg
"OCDecoRidgeHipnandRidgeCool-8""",Sage,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_sage.jpg
"OCDecoRidgeHipnandRidge-8""",Chateau Green,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_chateau-green.jpg
"OCDecoRidgeHipnandRidge-8""",Brownwood,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_brownwood.jpg
"OCDecoRidgeHipnandRidge-8""",Autumn Maple,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_autumn-maple.jpg
"OCDecoRidgeHipnandRidge-8""",Woodland Path,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodlandpath.jpg
"OCDecoRidgeHipnandRidge-8""",Twilight Black,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_twilightblack.jpg
"OCDecoRidgeHipnandRidge-8""",Sand Castle,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_sandcastle.jpg
"OCDecoRidgeHipnandRidge-8""",Peppermill Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_peppermillgray.jpg
"OCDecoRidgeHipnandRidge-8""",Flagstone,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_flagstone.jpg
"OCDecoRidgeHipnandRidge-8""",Aged Cedar,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_agedcedar.jpg
"OCDecoRidgeHipnandRidge-8""",Amber,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_amber.jpg
"OCDecoRidgeHipnandRidge-8""",Aged Copper,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_aged-copper.jpg
"OCDecoRidgeHipnandRidge-8""",Black Walnut,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_blackwalnut.jpg
"OCDecoRidgeHipnandRidge-10""",Terra Cotta,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_terra-cotta.jpg
"OCDecoRidgeHipnandRidge-10""",Teak,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_teak.jpg
"OCDecoRidgeHipnandRidgeCool-10""",Sunrise,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_sunrise.jpg
"OCDecoRidgeHipnandRidge-10""",Summer Harvest,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_summer-harvest.jpg
"OCDecoRidgeHipnandRidge-10""",Storm Cloud,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_stormcloud.jpg
"OCDecoRidgeHipnandRidge-10""",Sierra Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_sierra-gray.jpg
"OCDecoRidgeHipnandRidge-10""",Shasta White,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_shasta-white.jpg
"OCDecoRidgeHipnandRidge-10""",Sedona Canyon,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_sedona-canyon.jpg
"OCDecoRidgeHipnandRidge-10""",Sand Dune,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_sand-dune.jpg
"OCDecoRidgeHipnandRidge-10""",Chestnut,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_chestnut.jpg
"OCDecoRidgeHipnandRidge-10""",Desert Tan,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_desert-tan.jpg
"OCDecoRidgeHipnandRidge-10""",Driftwood,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_driftwood.jpg
"OCDecoRidgeHipnandRidge-10""",Estate Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_estate-gray.jpg
"OCDecoRidgeHipnandRidgeCool-10""",Frosted Oak,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_frosted-oak.jpg
"OCDecoRidgeHipnandRidge-10""",Harbor Blue,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_harbor-blue.jpg
"OCDecoRidgeHipnandRidgeCool-10""",Harbor Fog,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_harbor-fog.jpg
"OCDecoRidgeHipnandRidge-10""",Juniper,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_juniper.jpg
"OCDecoRidgeHipnandRidge-10""",Mesquite,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_mesquite.jpg
"OCDecoRidgeHipnandRidge-10""",Onyx Black,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_onyx-black.jpg
"OCDecoRidgeHipnandRidge-10""",Quarry Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_quarry-gray.jpg
"OCDecoRidgeHipnandRidgeCool-10""",Sage,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_cool_sage.jpg
"OCDecoRidgeHipnandRidge-10""",Chateau Green,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_chateau-green.jpg
"OCDecoRidgeHipnandRidge-10""",Brownwood,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_brownwood.jpg
"OCDecoRidgeHipnandRidge-10""",Autumn Maple,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodcrest-woodmoor_autumn-maple.jpg
"OCDecoRidgeHipnandRidge-10""",Woodland Path,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_woodlandpath.jpg
"OCDecoRidgeHipnandRidge-10""",Twilight Black,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_twilightblack.jpg
"OCDecoRidgeHipnandRidge-10""",Sand Castle,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_sandcastle.jpg
"OCDecoRidgeHipnandRidge-10""",Peppermill Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_peppermillgray.jpg
"OCDecoRidgeHipnandRidge-10""",Flagstone,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_flagstone.jpg
"OCDecoRidgeHipnandRidge-10""",Aged Cedar,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_agedcedar.jpg
"OCDecoRidgeHipnandRidge-10""",Amber,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_duration-premium_amber.jpg
"OCDecoRidgeHipnandRidge-10""",Aged Copper,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_designer-series_aged-copper.jpg
"OCDecoRidgeHipnandRidge-10""",Black Walnut,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_decoridge_blackwalnut.jpg
OCDuraRidgeHipandRidge,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOCcomDuraRidge%E2%84%A2-Hip-and-Ridge-Shingle-Beauty-Shot-meadow620x388.jpg
OCProEdgeHipandRidge,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.comOC_RF_ProEdge_small.jpg
OCProEdgeStormHipandRidge,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.comOC_RF_ProEdge_small.jpg
OCVentSureSolarAtticExhaustFan,,http://www.owenscorning.com/NetworkShare/Roofing/Images/FOR_OC.COM_RA_SolarAttic_3-4S-profile-4_489-(800x534).jpg
OCVentSure 4-Foot Strip,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.com_OC_VS_rigidvent_box_UU_019_407-(800x310).jpg
OCVentSure 4-Foot Strip Wide,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.com_OC_VS_rigidvent_box_UU_019_407-(800x310).jpg
OCVentSureRidgeCat,,http://www.owenscorning.com/uploadedImages/DMS/Roofing/Images/ForOC.com-RidgeCatRoll-img_652-600x350.jpg
OCVentSureInFlowVent,,http://www.owenscorning.com/NetworkShare/Roofing/Images/For_OC.com_Only_RA_Inflow_C-WR.jpg
OCPerforatedHipandRidge,Sierra Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_perforated_sierra-gray.jpg
OCPerforatedHipandRidge,Quarry Gray,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_perforated_quarry-gray.jpg
OCPerforatedHipandRidge,Chateau Green,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_perforated_chateau-green.jpg
OCPerforatedHipandRidge,Autumn Brown,
OCStarterShingleRoll,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.comOC_RF_StarterShingleRoll_CP_1211.jpg
OCStarterStripPlus,,http://www.owenscorning.com/NetworkShare/Roofing/Images/ForOC.com_OC_RF_StartStrpPlus_outline_productshot_108-(800x345).jpg
OCRIZERIDGEHipandRidge,,http://www.owenscorning.com/NetworkShare/Roofing/Images/FOR_OC.COM_OC_HR_RizeRdgShingle_productshot_199-(800x495).jpg
OCHighRidgeHipandRidge,,http://homecenter-assets.owenscorning.com/static/v35/img/roofing/product/350x350/hr_high-ridge_duration_driftwood.jpg
